,ID,emb_dim1,emb_dim2,emb_dim3,emb_dim4
85208,85208,-0.053522944,-0.0557391,-0.019887608,0.011527566
85240,85240,0.051664058,0.019813789,0.030156387,0.0056324448
85261,85261,0.038621653,0.027654542,0.028242033,-0.014774891
85268,85268,0.032853816,0.033238936,0.03555007,-0.026612652
85270,85270,-0.00494162,0.00040576607,0.04916242,-4.6409667e-05
85276,85276,0.011783399,-0.0014960542,-0.014449764,0.047547843
85380,85380,0.014875819,0.013093056,-0.00014765057,-0.029031066
85393,85393,0.03440746,-0.001711231,0.022991037,-0.028771747
85475,85475,-0.052280407,-0.028474497,0.029128924,-0.023466552
85484,85484,-0.020219332,0.050449796,0.020453483,-0.051618304
85489,85489,0.032607578,0.039953195,0.05889026,0.025027972
85502,85502,-0.071502574,-0.05708805,0.05428033,-0.021578707
85523,85523,0.030901972,0.0048746243,0.02992544,0.023446608
85528,85528,0.014683281,0.046927754,-0.02738382,-0.01984597
85537,85537,-0.06055465,0.007999285,0.014066275,0.06756738
85603,85603,-0.023443276,-0.038034018,0.09441825,0.015543587
85605,85605,-0.08621353,-0.029979458,0.056260247,-0.011774629
85606,85606,0.018310605,0.024020309,0.021518998,-0.0070258295
85825,85825,-0.11279769,-0.026481211,0.0025623247,-0.093449764
85894,85894,0.04890233,0.020590309,-1.9669204e-05,-0.016860396
86074,86074,-0.01586276,-0.016005207,0.009470198,-0.009623143
86079,86079,0.010013951,0.0109802745,-0.014086207,-0.022098094
86083,86083,0.043217003,-0.03241306,0.035162404,0.004834057
86202,86202,0.009968274,-0.030078754,0.009243754,0.0138545
86640,86640,0.051460836,-0.08582881,0.015314573,-0.019249665
86770,86770,-0.048768472,0.03385568,-0.045099627,0.0182557
86784,86784,-0.052362148,0.022996224,-0.017321361,0.04162579
86792,86792,-0.02902857,-0.02043928,-0.008313857,0.024741475
86793,86793,-0.027772197,0.06853055,-0.019426309,0.003753366
86926,86926,-0.008742608,-0.03981291,0.021371875,-0.011251997
87052,87052,0.019513857,0.04280242,0.0061146244,-0.005350519
87076,87076,0.069686376,0.040677913,0.008083419,0.024057213
87091,87091,-0.0013507977,0.02344234,-0.014654934,0.028102804
87210,87210,-0.043459114,0.05001891,-0.0009514266,-0.019835752
87260,87260,-0.026206234,0.019979445,0.009283154,-0.04263495
87282,87282,-0.051718954,0.033563312,0.007218666,0.029312184
87396,87396,0.0054274737,0.046221778,-0.03703055,-0.0010649257
87463,87463,-0.034952186,0.00071412325,0.04788928,-0.019203937
87493,87493,0.009865869,0.029852483,-0.0076274388,0.038365293
87884,87884,-0.016995296,-0.03717088,0.083543986,-0.03292533
87893,87893,0.02609973,0.021546852,0.03736541,-0.028300976
88242,88242,0.05171627,0.0066153407,-0.026606623,-0.025038999
88252,88252,-0.004144408,0.04242685,-0.013028074,0.044843677
88542,88542,0.01296686,0.0195315,0.020879451,0.03390235
88575,88575,0.00867603,0.00033502653,0.04487816,-0.025713325
88590,88590,-0.048237696,0.0106301615,-0.0024444724,0.05367092
88595,88595,0.015733292,0.048200365,0.045950416,-0.033027448
88677,88677,-0.037193596,0.041593377,0.042985562,-0.014633656
88680,88680,-0.022383636,-0.048101623,0.04675997,0.012146558
88682,88682,0.025482297,-0.034152687,0.029454224,-0.042779177
88683,88683,0.007818666,0.011260787,-0.07444323,-0.034533385
88684,88684,-0.07141435,-0.07018176,0.034988508,-0.061502837
88685,88685,0.042997073,-0.0011062005,0.03723741,-0.03033098
88688,88688,0.019312035,0.077492505,-0.036145113,0.033886284
88690,88690,0.064493656,-0.043862995,0.08505902,0.07903597
88691,88691,-0.07166296,-0.006573911,-0.007622431,0.0062410096
88698,88698,0.024657426,-0.05860257,-0.0042788605,-0.07146819
88699,88699,-0.062353596,-0.02581516,-0.0028515442,-0.018202916
88701,88701,0.049493745,-0.012974198,-0.0497278,0.063766524
88705,88705,-0.03730802,0.009361662,-0.0104421545,-0.021703612
88706,88706,-0.0312763,0.053437844,0.047563348,-0.020035656
88709,88709,-0.06855777,-0.02730755,0.0004404085,0.061769497
88713,88713,0.016018638,0.01399457,-0.029496249,0.04672062
88754,88754,0.06336858,0.047934912,0.008014391,0.06305614
88764,88764,0.03815346,0.07287445,0.04481593,0.005119863
88775,88775,0.032120813,0.0009384267,-0.037483573,-0.033495117
88827,88827,0.0051946044,0.030782271,0.03142828,-0.003355898
88908,88908,0.0335089,-0.01191038,0.0077959206,-0.038510527
88909,88909,0.031431805,0.05605074,-0.001966257,-0.009049786
88961,88961,-0.042245064,0.0651408,-0.03797251,0.041799724
89027,89027,-0.002541054,0.025048856,-0.03299322,0.03669021
89034,89034,-0.01569632,-0.0067949803,0.01084299,-0.020310126
89086,89086,-0.045623302,-0.044210553,-0.010741629,-0.024493529
90118,90118,0.04304396,-0.012340557,-0.024819434,-0.028782569
90233,90233,-0.039865706,0.008934253,-0.001075122,-0.01105859
90655,90655,-0.018058218,0.020811906,-0.028417107,-0.0675325
91058,91058,-0.012816596,-0.025810357,-0.010702205,0.069862
91241,91241,-0.04688492,-0.031016482,-0.021376753,0.0076224096
91596,91596,0.017672453,0.016855208,-0.06253511,0.046037756
91716,91716,0.0018087755,-0.02675877,0.04091475,0.0018740526
91888,91888,0.037025314,-0.003359583,0.0044943923,0.00554482
91914,91914,-0.01885568,-0.060204912,-0.02838464,0.0401212
91916,91916,-0.018688781,-0.036931008,-0.023820871,0.016717061
91917,91917,0.04973393,-0.093758725,0.031229675,-0.02122538
91970,91970,0.036089636,0.015889557,0.04002353,-0.035526913
92141,92141,-0.005008422,0.033590984,0.043655347,-0.034160234
92870,92870,-0.06782156,-0.00799971,-0.035363853,-0.052931033
92880,92880,-0.03189554,-0.04918324,-0.027528023,-0.0155562535
92888,92888,0.03653791,-0.0052120686,0.032806266,0.037009466
92899,92899,-0.041738275,0.003937513,-0.041544363,-0.046950277
93128,93128,0.039884612,0.021017965,0.0080245845,-0.049453996
93292,93292,0.041879658,-0.0013100216,-0.024024907,0.04429971
94005,94005,0.0021875016,-0.01812445,-0.04767848,0.047573473
94305,94305,0.031337194,0.056525566,-0.060502455,-0.004647624
94307,94307,-0.013113957,0.024444135,-0.016430791,-0.054880597
94529,94529,-0.015922911,0.022773085,-0.055334892,0.024079831
94936,94936,0.0036112042,-0.0020956686,0.015308677,0.027415223
94943,94943,-0.02503621,-0.029620254,0.028880414,-0.031971823
95234,95234,0.033660483,0.018664679,0.0035826575,0.041945487
95419,95419,-0.02772659,0.03364596,-0.023939073,0.0386608
95438,95438,0.0054481714,0.002911772,0.022178523,0.038086414
95736,95736,-0.007014944,0.02129106,0.06657479,-0.030347623
95745,95745,-0.019582247,-0.0037687793,-0.028402245,0.0022461638
95779,95779,-0.07933234,-0.023963507,0.05642394,-0.03063183
96133,96133,0.039747704,0.0071417317,-0.0033939853,-0.024471331
96167,96167,0.09982797,-0.02396233,-0.016761983,0.06567134
96189,96189,-0.0010921643,-0.011515766,0.015305996,-0.03706252
96254,96254,-0.026143102,0.012001246,0.0076718647,0.002351829
96341,96341,0.05782571,-0.055514388,0.01654264,0.06243919
96347,96347,-0.03753971,0.03937799,-0.009732999,-0.00020582601
96454,96454,-0.039621137,0.03891151,-0.030155206,0.021171127
96508,96508,-0.06893728,-0.037115652,-0.03199222,-0.023123858
96740,96740,-0.042749833,-0.003310252,-0.046072315,-0.008250009
96754,96754,-0.043784637,-0.03609703,-0.019402869,0.027519701
96758,96758,-0.042477686,0.018378755,0.03453113,-0.009098249
96766,96766,-0.03591204,0.011049873,-0.01117287,0.08245156
96790,96790,0.042089295,0.04786736,0.013144527,0.03679451
96798,96798,-0.032587588,0.015633177,-0.042556047,0.04385257
96806,96806,-0.025489422,0.058177102,-0.08944653,0.007091724
96828,96828,-0.034356374,0.042495646,-0.010979567,-0.050464623
96851,96851,0.03578556,0.029322695,0.0040830746,0.03427389
96853,96853,-0.0151191335,-0.0107588265,0.04508746,0.050510313
97192,97192,-0.017278451,-0.014057109,0.047655407,0.03757725
98101,98101,0.046955135,0.021682296,0.021565545,-0.028253866
98854,98854,-0.018951088,-0.06341176,0.019670784,0.017401187
98888,98888,0.02802822,-0.02765784,0.05373389,0.010574133
99180,99180,-0.029808795,-0.012787565,-0.0015854838,0.002505881
99227,99227,0.010068839,0.018585829,0.033152748,-0.03737819
99232,99232,-0.047720443,-0.037337888,0.026831063,-0.036953192
99235,99235,-0.031347644,-0.0016984917,-0.05993089,-0.008005358
99254,99254,-0.11338318,-0.056438364,-0.023888307,0.030785194
99327,99327,-0.014682853,-0.0035865395,0.013000653,0.00924738
99345,99345,-0.012662925,-0.015001357,0.026482474,0.012204897
99408,99408,0.049142297,-0.025764244,-0.02245783,-0.023152038
99523,99523,-0.03145302,0.03569734,-0.041921224,-0.06102579
99543,99543,-0.026974654,-0.018576872,0.039488006,-0.012850117
99546,99546,0.034539495,-0.007259376,0.04633982,0.07529175
99843,99843,-0.03038851,0.04177935,0.044848215,-0.014567483
99923,99923,0.032444403,-0.024032459,0.025089014,-0.03677028
100176,100176,0.0602979,0.03668568,-0.039109368,0.054734435
100497,100497,-0.016447209,0.033605743,-0.026962066,-0.0002392903
100737,100737,-0.011159431,0.0015851855,0.013428811,0.031528685
101213,101213,-0.045161683,-0.012950984,-0.0052396473,-0.005361591
101345,101345,0.02656256,0.020520914,0.005982913,0.03820919
101465,101465,0.006286837,-0.031465188,0.044296566,0.029329065
101913,101913,0.037740212,0.025741916,-0.031892437,0.0056996406
101919,101919,-0.04261638,-0.034444235,0.01681247,-0.028885698
101922,101922,0.015081479,-0.00014983573,-0.03960587,-0.0019226325
101956,101956,0.0060197003,-0.02200768,-0.04520619,0.020965006
102003,102003,-0.007869147,-0.016263165,-0.026799465,0.002039589
102017,102017,0.030800786,0.0279289,-0.03066287,0.022851322
102046,102046,-0.045731094,0.016297523,0.034639645,-0.028486574
102050,102050,-0.01798115,0.013431039,-0.024584187,0.031517517
102053,102053,0.062257826,0.045967374,-0.06559724,0.023397394
102186,102186,0.015457097,-0.0046494035,0.054801896,-0.00090413925
102192,102192,-0.024880838,0.033001795,-0.014366399,-0.028979149
102231,102231,-0.017896084,0.049175225,-0.011616824,0.031758737
102249,102249,-0.022465266,0.0072181323,0.0009427687,-0.022797246
102264,102264,-0.014049899,0.049262468,0.0030802116,-0.019640958
102266,102266,0.0055652275,-0.064777724,0.002883825,0.01744115
102366,102366,0.0365174,-0.013696773,0.010130357,-0.009682936
102368,102368,0.044835024,0.035217304,0.023430543,0.09479894
102379,102379,-0.001437045,-0.010087123,0.013126567,-0.052574497
102400,102400,-0.03192433,-0.019257177,0.024806727,-0.00359907
102411,102411,-0.02449056,-0.036941387,0.042682957,-0.039946795
102413,102413,0.014444042,0.015687171,-0.00887109,0.019101087
102423,102423,0.0019283893,0.0519144,0.031249879,0.036574136
102470,102470,-0.042266242,-0.015153999,0.008820946,-0.04844088
102534,102534,0.049971823,-0.024874914,0.035095904,0.029063892
102536,102536,-0.016036633,-0.006444198,-0.070882544,-0.03299834
102537,102537,0.020906389,-0.0072616646,-0.06379619,-0.0028382489
102540,102540,-0.0077636726,0.019661907,-0.02009275,0.036300097
102541,102541,0.045304265,0.034976568,-0.016992878,0.03533354
102562,102562,-0.0019788449,-0.058551732,-0.060739037,0.047414213
102622,102622,-0.0024359024,0.061024267,-0.035002876,0.015269985
102625,102625,-0.055855684,-0.010914425,-0.061556704,0.02586631
102630,102630,-0.021484008,-0.034786917,-0.00978069,0.026047751
102639,102639,0.006638535,-0.029019117,-0.008778527,0.05459708
102643,102643,0.02711172,-0.0075468644,-0.02274673,0.027625728
102647,102647,-0.029050006,0.025910225,0.0132351555,-0.020693123
102742,102742,0.04854243,0.049506467,0.0043815915,0.05276328
102745,102745,-0.094437316,-0.010003607,-0.014949342,-0.015737271
102750,102750,-0.0930769,0.09131344,-0.094337955,-0.09019642
102751,102751,0.028637435,0.0053238384,-0.043262806,-0.01170782
102768,102768,-0.039749242,0.011193167,0.0077329166,0.033110227
102770,102770,0.03573018,0.025467526,0.023191404,-0.019375812
102777,102777,0.013820577,0.032895975,0.042322412,0.07477879
102780,102780,-0.0042795762,-0.023353947,-0.00782622,-0.04375842
102984,102984,0.054833096,0.049153972,-0.033027887,-0.049987406
102990,102990,0.03537045,0.027520973,-0.047670566,-5.0922215e-05
102995,102995,0.041062627,0.0278194,-0.043075133,0.039693117
103004,103004,-0.005363703,-0.02910521,-0.006911278,0.028272692
103371,103371,-0.043313395,-0.046210445,0.0276425,-0.04273553
103415,103415,-0.06068658,-0.022213455,-0.032186456,0.012144625
103427,103427,-0.04979243,-0.015736539,-0.052097626,0.018680396
103516,103516,0.007897633,-0.029010385,0.0676182,-0.021299751
103618,103618,-0.03880186,-0.0139573105,-0.003396403,0.03361721
103674,103674,-0.00992601,0.037561897,-0.0265612,0.014193285
103916,103916,-0.0013339384,-0.035259623,-0.05520395,-0.022911893
104290,104290,-0.018228356,-0.014370184,0.0061162156,-0.033981144
104332,104332,0.0024382677,0.05416695,-0.012078878,-0.044446368
104466,104466,0.014043976,-0.020644963,0.044241432,-0.010578703
104597,104597,-0.011842468,0.073293954,0.0038980388,0.0017869592
104739,104739,0.029026952,-0.013888694,0.04734144,0.024777088
104740,104740,0.022137668,-0.031443764,-0.04641775,-0.021874929
104746,104746,0.056264013,0.010110247,-0.063539796,0.012043949
104748,104748,-0.042003077,0.039795753,0.03230285,0.003768141
104750,104750,-0.016588178,0.049289867,0.012631481,-0.016144034
104752,104752,0.012149329,-0.06764516,0.052758243,0.05955261
104754,104754,0.033675183,-0.0051037665,0.06962338,-0.014051891
104834,104834,-0.042462863,-0.016762836,-0.045743693,0.03077905
104993,104993,-0.004089634,-0.04145435,0.031938262,-0.005811418
104995,104995,-0.0649961,0.0021711984,0.055498764,0.018461492
105456,105456,-0.023319688,-0.0285143,-0.008821984,-0.012481869
105470,105470,-0.036742043,-0.012716401,-0.01201316,0.040488828
105521,105521,-0.013288129,-0.0061040903,-0.03216523,0.07296147
105530,105530,0.030695332,0.005706545,0.01131757,0.051083326
105892,105892,-0.013747092,0.023693454,0.016245663,0.055283245
106126,106126,-0.004068261,0.029932313,0.020813227,-0.024219377
106136,106136,0.026602015,-0.04207449,0.028694207,0.023584707
106452,106452,0.012867969,-0.0148295695,0.014544244,-0.030615736
106651,106651,-0.008717045,0.013637115,-0.027825415,0.047026563
107010,107010,-0.080883645,-0.029593406,0.05648755,0.038024254
107392,107392,0.01697949,-0.047212016,-0.012130417,0.033014167
107707,107707,-0.022113862,-0.066856705,-0.06443041,0.007273994
107873,107873,0.012998394,0.025604976,-0.042413607,0.069141544
107882,107882,0.014489834,0.054235917,-0.06113017,0.01726281
107889,107889,0.02291945,-0.008587104,-0.009583874,-0.025850238
107958,107958,0.0092605185,0.051892266,0.016821157,-0.0011318019
108119,108119,-0.054379635,0.049340867,0.014302894,-0.032461375
108484,108484,0.011544679,0.0098086195,0.010576667,-0.05614935
108581,108581,0.024504725,0.046050046,0.01594228,0.01897956
108741,108741,-0.018770592,0.013629606,0.05633428,0.06742437
108989,108989,-0.0054031243,-0.036147784,0.008443623,0.020576892
109038,109038,0.047601208,-0.06015774,0.033087928,-0.06736645
109110,109110,-0.0014830584,0.013946604,0.010066032,-0.038143974
109286,109286,0.034837503,0.020691825,-0.03906899,-0.04368284
109287,109287,-0.028593305,0.013933081,0.022348037,-0.005864964
109550,109550,-0.03145293,0.01383004,0.012266971,0.007031072
109598,109598,-0.06056457,-0.010576795,0.061418857,-0.041682754
110309,110309,-0.007980991,0.0040596016,-0.04985658,-0.032650784
110338,110338,0.050351907,0.05219559,0.044392705,0.048261553
110475,110475,-0.018822014,-0.037289836,0.026972119,-0.021825565
110577,110577,0.044617772,0.00056451984,-0.007461351,0.03747699
110657,110657,-0.03129591,0.0049982555,0.030448023,0.008790027
110744,110744,0.021916073,0.03146758,0.04399343,0.06425737
110747,110747,0.03510802,0.039871108,-0.01378455,-0.048545897
110813,110813,-0.016486086,-0.001462888,-0.03486812,0.036871407
110815,110815,0.0650058,0.016608818,-0.0637545,-0.017759867
110823,110823,-0.010934743,0.015445197,-0.03155543,-0.0447534
110923,110923,-0.059130784,-0.049789924,-0.0002035046,0.04139886
110925,110925,-0.048417367,-0.020672655,-0.032428242,0.025117185
110928,110928,-0.058102075,-0.07104652,0.016376538,0.054138917
110930,110930,-0.003296055,0.017014649,0.045024645,-0.005741976
110931,110931,0.0701213,0.014239688,0.035329312,-0.02409564
110934,110934,0.02722546,0.02462814,-0.009453077,-0.040031172
111039,111039,0.0068940846,-0.003576116,0.06738761,-0.07473595
111061,111061,-0.04870906,0.032034013,0.025886748,-0.029928017
111196,111196,-0.010953214,-0.008596508,0.020476712,-0.034311432
111227,111227,0.06863967,0.016217977,0.027222944,0.052094907
111347,111347,0.0036039758,0.05084967,-0.04829846,-0.020491628
111433,111433,0.08198155,0.010963008,0.014144265,0.010775555
111438,111438,-0.012901875,-0.018270526,0.023646154,-0.0420152
111524,111524,-0.03040366,-0.023956781,0.05237425,0.00603175
111805,111805,-0.04787356,0.014917975,0.036388803,-0.04013241
111819,111819,0.027351484,0.037410952,-0.05713795,0.0039000383
111893,111893,0.0031610192,-0.09190838,-0.02513176,0.020004489
111961,111961,-0.065053776,0.011163179,0.0027751937,-0.03048967
112046,112046,0.049668323,0.010945309,-0.013588786,-0.04745852
112049,112049,0.02519739,0.02758132,0.10321939,-0.0018477206
112302,112302,-0.07588598,-0.00542172,-0.022043867,-0.035322204
112343,112343,-0.008134395,-0.010021001,-0.027447699,-0.012410668
112457,112457,-0.017460294,0.048401687,0.009995366,0.030926988
112465,112465,-0.00971495,0.047946777,0.02080122,-0.0009249076
112515,112515,-0.020389859,0.01004113,0.019531494,0.0475022
112552,112552,0.046408955,0.01949062,0.0071592596,0.027022954
112666,112666,-0.007839859,0.013681064,-0.00496555,-0.06334978
112988,112988,0.016158227,-0.031053066,-0.03617053,-0.041945793
113133,113133,0.03217566,-0.06664762,0.04470682,0.01270156
113612,113612,0.017415043,0.06701355,-0.04350342,-0.0035256047
113620,113620,-0.04581298,0.013276516,0.03739599,-0.020172467
113797,113797,-0.06917084,-0.0144240465,-0.060432028,0.074814536
114340,114340,0.09157552,0.014726719,0.0043972787,0.046475526
115382,115382,0.023335267,-0.03489411,-0.0051637664,-0.006018065
115507,115507,-0.012139502,0.032316267,-0.02531837,-0.052299377
115763,115763,-0.015906224,0.06387264,0.023230186,-0.03958008
115989,115989,0.008718241,-0.039889596,0.014462296,-0.020934498
117322,117322,0.042062905,-0.02857089,-0.032842577,0.0077799186
117683,117683,-0.03533902,0.028350944,0.04023831,0.010753194
118287,118287,-0.09652163,-0.009469873,0.00029298608,-0.009350914
118689,118689,0.004631718,-0.023359576,-0.007003049,-0.008980668
118938,118938,0.03128909,-0.061952297,-0.034752868,0.031952105
119031,119031,-0.05292823,-0.055255063,0.013333065,0.034155488
119051,119051,0.022911409,-0.001569002,0.035223134,0.00801442
119082,119082,-0.00071879034,0.025728857,0.055163767,0.050025363
119086,119086,-0.011071178,-0.055477142,-0.042354744,0.046972126
119115,119115,0.06326163,0.067104995,0.030735685,0.052828237
119144,119144,0.01541013,-0.05367514,0.039929666,0.016618062
119164,119164,-0.046507917,0.013619157,-0.0088691525,0.023425853
119213,119213,-0.033354033,0.0076460615,0.019407284,-0.039444733
119228,119228,0.085162304,0.0048743477,0.11983017,0.0148666045
119235,119235,-0.015496192,-0.06922199,0.032469764,-0.025669923
119296,119296,0.022336844,-0.04789264,0.04934189,-0.040173758
119355,119355,0.016031872,0.005316078,0.012433467,0.05993722
119356,119356,0.0326129,0.023980463,0.0036339608,0.036031738
119357,119357,-0.012160288,-0.0566723,-0.0031969135,-0.050063968
119366,119366,-0.026616663,0.028059214,0.022822933,0.06283477
119369,119369,-0.017727375,-0.037292995,0.037870836,-0.042484164
119691,119691,-0.025754636,-0.042008463,-0.01198731,0.057569534
120175,120175,0.0039799116,0.016942248,-0.035253607,-0.046642613
120235,120235,-0.016937017,0.0014296174,0.047939945,0.0123100765
120236,120236,0.02123602,-0.0398364,0.009187131,-0.061037604
120347,120347,-0.03965625,0.00045205862,-0.037136476,0.036851484
120652,120652,0.014731203,0.019505383,0.035179514,-0.015998054
120688,120688,0.049638283,0.03503171,0.0137637,0.0012997612
120709,120709,-0.05683581,-0.06594408,0.013115528,-0.027739624
120884,120884,-0.04827659,0.0032487682,-0.05462554,0.004417862
120917,120917,0.022493511,0.05278701,-0.0004032602,-0.070852734
120919,120919,0.066944934,0.0049464726,0.048829764,0.050713617
121047,121047,-0.03498279,0.023318175,-0.05184449,-0.015772898
121402,121402,0.0026537175,-2.638202e-06,0.031297546,0.008782067
121456,121456,0.03554746,0.005354243,-0.049151774,-0.03068207
121756,121756,-0.011009127,-0.019252159,-0.048946876,-0.010679674
121985,121985,0.01066789,-0.005544637,-0.04034961,0.012517622
122153,122153,0.013888656,-0.044776753,0.04934253,0.060875908
123228,123228,-0.038274366,0.012445357,-0.053386856,-0.015847284
123258,123258,-0.047837306,-0.036750246,0.04621345,-0.048435964
123261,123261,0.0360368,-0.037933454,0.071104065,0.012121294
123617,123617,0.039934568,0.0318778,-0.037950348,0.009295394
123641,123641,-0.023689736,-0.050664563,-0.02972207,-0.027181873
123711,123711,0.018272068,-0.029814197,-0.032384954,0.010037292
123742,123742,-0.023113335,0.0045990353,-0.036699463,-0.046182312
124002,124002,-0.06339291,-0.04916137,-0.000287834,-0.018466774
124039,124039,-0.024118116,-0.07115838,-0.0045282594,-0.010107046
124155,124155,0.027718592,-0.01425197,-0.0012344718,0.02254868
124173,124173,-0.044437006,0.009175919,0.010250612,-0.080062576
124384,124384,-0.049009074,0.01367395,-0.010626901,0.0053077936
124495,124495,-0.029209258,-0.0033085155,-0.017133158,-0.0352452
124555,124555,0.063843824,0.0077107972,0.03599787,-0.0345018
124558,124558,0.0069896486,-0.014128694,-0.004538068,-0.0008660257
124559,124559,0.026759531,0.03603253,0.010435723,-0.043900516
124560,124560,0.018783582,0.06755769,0.039640825,-0.02221751
124715,124715,-0.0525534,-0.031732082,-0.01599862,-0.07699099
124769,124769,-0.044833627,0.034696415,0.022449119,-0.04427074
124896,124896,0.01711794,0.016824793,0.04656189,0.073728025
124902,124902,-0.07798843,-7.204213e-05,-0.010236563,-0.023311682
124909,124909,-0.048140313,-0.0142416945,0.025864575,0.024988158
124911,124911,0.0020556992,-0.032768846,-0.022822645,0.013662789
124928,124928,0.011651587,-0.04916445,-0.03364096,-0.027450277
124932,124932,-0.025277669,0.0036251224,0.051244754,-0.002499689
125009,125009,0.00029014423,-0.0005620122,0.007127952,-0.014983464
125019,125019,0.015050951,0.033451248,0.045299802,-0.047526788
125020,125020,-0.032344304,-0.012153991,-0.060457185,-0.045209542
125023,125023,0.024414953,0.020907655,0.0027095485,0.032888535
125182,125182,0.06887987,-0.019904258,0.016184084,0.06043888
125251,125251,-0.036897145,-0.014244698,-0.043352317,-0.00043839216
125314,125314,-0.029334681,-0.032515466,-0.06450118,0.028764807
126099,126099,0.025562491,0.02171849,0.029786471,0.03672925
126412,126412,-0.00810571,0.010287852,-0.023182109,-0.02344572
126414,126414,0.06602277,-0.008849308,0.07179895,0.0011716874
126422,126422,0.0015532454,-0.042419642,0.019621816,0.0056715454
126540,126540,-0.023100471,0.034604657,0.0017652623,-0.014777839
126597,126597,-0.020905618,-0.017601643,0.014786851,-0.002611223
126634,126634,0.03568436,-0.030601073,0.027182613,0.047938075
126650,126650,-0.047406804,0.03326133,0.020782454,-0.018596236
126656,126656,-0.028851105,-0.0022704368,0.013711854,-0.05585031
126664,126664,-0.022790505,-0.021083726,-0.016569398,0.00075675175
126673,126673,-0.06716963,-0.072231255,0.017698325,0.022856237
126687,126687,-0.03038047,0.015295469,0.0007035471,0.018524585
126711,126711,-0.029997323,0.007821185,0.06886512,-0.0007300504
126729,126729,-0.0035655673,-0.03320157,0.05322923,0.06656962
127189,127189,0.036004253,0.020874245,0.040271986,-0.013954474
127217,127217,0.01112026,-0.029438604,0.014862064,-0.026330877
127222,127222,-0.0047579827,-0.037628673,0.027506126,-0.05939576
127224,127224,-0.023725323,-0.056167103,0.04015058,0.019280871
127228,127228,-0.01397698,-0.03722873,-0.031821292,0.034516294
127230,127230,-0.0725954,-0.023487054,0.012443831,0.008978369
127799,127799,0.009338103,0.043362025,0.015933301,0.03577802
128036,128036,-0.062142022,0.0023795487,0.020000959,-0.02710875
128122,128122,-0.026315117,-0.01392417,0.0047799945,-0.04886284
128220,128220,-0.01055647,0.004933311,0.036919225,-0.05630229
128223,128223,-0.02675244,-0.10239051,0.036931876,0.047109347
128689,128689,-0.045154545,0.034804635,-0.03149837,0.0085826
128931,128931,-0.007538047,-0.043124564,0.060880892,0.01764992
129129,129129,-0.014010578,0.045949046,-0.0057968516,-0.044983163
129200,129200,-0.028832985,-0.0053255185,-0.013014387,0.01488838
129248,129248,-0.06716068,-0.054998793,0.006474692,0.027560525
129386,129386,0.0841284,0.01689693,0.024116354,0.012787786
129444,129444,-0.03205001,-0.02696509,0.041876953,-0.008210789
129473,129473,0.02391329,0.004939627,-0.014942445,-0.046126187
129476,129476,0.003514325,0.0106916325,0.028827857,0.009857729
129505,129505,-0.04174807,0.0029121654,-0.008964324,-0.024232449
129557,129557,-0.014962174,-0.0044567473,-0.027921498,0.0028046481
129588,129588,0.072494864,0.018100621,0.04567104,0.07262471
129616,129616,-0.02735475,0.04281998,-0.035148207,0.0043601096
129674,129674,0.044809174,-0.024894334,-0.04204725,-0.013005325
129893,129893,-0.046862815,0.039776172,-0.07668536,-0.026230745
130172,130172,0.06931722,0.016860964,-0.070101105,0.08460186
130324,130324,-0.0281225,0.030499205,-0.028799335,0.047677737
130346,130346,0.0035863146,-0.039848972,-0.020092523,-0.044911552
130347,130347,0.009932209,5.9463084e-05,0.0069925077,0.032411527
130348,130348,0.004895102,-0.037135076,0.036600027,0.02890164
130349,130349,-0.047280267,-0.040781945,0.031397417,0.045924306
130350,130350,0.0034492612,2.4437904e-06,0.0430776,0.0101058
130351,130351,0.010959517,0.0009734519,0.02233443,0.0040137656
130352,130352,0.016368872,-0.04531143,-0.028921226,0.06910672
130353,130353,0.03575689,0.07567343,-0.05663675,0.005121091
130354,130354,-0.03299427,0.015596304,0.025758032,0.0118508935
130357,130357,-0.0051313355,-0.015151422,0.0155957,0.040508494
130360,130360,0.039360743,0.011033534,0.025293145,0.010032041
130365,130365,-0.08056536,-0.053735204,-0.023059499,-0.0034893216
130369,130369,-0.018498022,0.048420046,-0.019137213,-0.008974686
130375,130375,0.022458639,0.015515115,0.030792568,0.01507559
130378,130378,0.027899876,0.00760606,0.014240124,-0.027103852
130380,130380,-0.036231816,-0.048060346,-0.017569102,-0.013320565
130382,130382,-0.063115865,-0.046755116,0.046391223,0.00922595
130388,130388,0.010785449,0.036619414,-0.0012394786,-0.03673012
130394,130394,-0.0040864637,-0.008555822,0.052508403,0.060043372
130396,130396,0.02443187,0.03876581,0.006343306,-0.045452468
130485,130485,0.015752036,-0.040253837,0.008515201,-0.052095767
130498,130498,-0.030420022,0.042138096,0.022471856,-0.012415395
130756,130756,-0.04067986,0.0027361289,0.046117034,-0.030802106
131075,131075,-0.07629218,0.021433134,0.023216339,-0.06569782
131098,131098,0.024844976,-0.016406316,-0.014166562,-0.028982326
131102,131102,0.019870097,-0.019847022,0.071137615,-0.051201507
131109,131109,-0.054166492,-0.0073064403,0.049286805,0.01563837
131209,131209,-0.074850775,-0.043939658,0.072978474,0.075031415
131248,131248,-0.05334397,-0.03003843,-0.06840116,-0.018398644
131709,131709,-0.07231813,-0.03843173,-0.027888505,0.07063254
131731,131731,-0.0022056403,-0.06357528,-0.03835631,0.01762304
