game_id,club_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
2351294,4172,1,,Dino Pagliari,31872,0,,Sauro Trillini,Home,1
2359279,276,3,4.0,Andrea Mandorlini,130,2,13.0,Roberto Donadoni,Home,1
2359323,130,1,11.0,Roberto Donadoni,398,1,8.0,Vladimir Petkovic,Home,0
2359334,410,1,11.0,Francesco Guidolin,430,0,5.0,Vincenzo Montella,Home,1
2359425,430,2,4.0,Vincenzo Montella,800,0,13.0,Stefano Colantuono,Home,1
2359504,46,0,5.0,Walter Mazzarri,410,0,14.0,Francesco Guidolin,Home,0
2359532,410,0,14.0,Francesco Guidolin,506,2,1.0,Antonio Conte,Home,0
2359539,5,3,7.0,Clarence Seedorf,1210,0,19.0,Domenico Di Carlo,Home,1
2359568,6574,4,16.0,Eusebio Di Francesco,252,2,14.0,Gian Piero Gasperini,Home,1
2361150,5587,4,,Piero Braglia,4361,5,,Stefano Sottili,Home,0
2383732,2331,2,,Massimo Rastelli,8970,1,,Roberto Stellone,Home,1
2423328,12,3,,Rudi Garcia,6195,2,,Rafael Benítez,Home,1
2473451,4171,2,,Fabio Brini,38561,0,,Massimo Bagatti,Home,1
2473462,1005,5,,Giacomo Chini,11337,0,,Stefano Petrini,Home,1
2478601,276,2,6.0,Andrea Mandorlini,458,1,13.0,Giuseppe Iachini,Home,1
2478605,6195,0,11.0,Rafael Benítez,862,1,10.0,Eugenio Corini,Home,0
2478611,252,1,10.0,Gian Piero Gasperini,398,0,12.0,Stefano Pioli,Home,1
2478619,749,2,18.0,Maurizio Sarri,5,2,7.0,Filippo Inzaghi,Home,0
2478627,1038,2,5.0,Siniša Mihajlović,862,1,16.0,Eugenio Corini,Home,1
2478642,398,3,8.0,Stefano Pioli,6574,2,19.0,Eusebio Di Francesco,Home,1
2478654,458,2,15.0,Giuseppe Iachini,1429,1,16.0,Pierpaolo Bisoli,Home,1
2478700,252,1,5.0,Gian Piero Gasperini,458,1,13.0,Giuseppe Iachini,Home,0
2478764,12,2,2.0,Rudi Garcia,398,2,3.0,Stefano Pioli,Home,0
2478778,276,1,14.0,Andrea Mandorlini,800,0,15.0,Stefano Colantuono,Home,1
2478822,1390,1,18.0,Gianfranco Zola,46,2,8.0,Roberto Mancini,Home,0
2478853,430,2,6.0,Vincenzo Montella,5,1,11.0,Filippo Inzaghi,Home,1
2478858,6195,1,5.0,Rafael Benítez,800,1,17.0,Edoardo Reja,Home,0
2478896,6574,1,12.0,Eusebio Di Francesco,416,1,7.0,Gian Piero Ventura,Home,0
2478933,130,2,20.0,Roberto Donadoni,6195,2,4.0,Rafael Benítez,Home,0
2478949,1429,0,19.0,Domenico Di Carlo,1390,1,18.0,Gianluca Festa,Home,0
2478955,749,1,15.0,Maurizio Sarri,1038,1,7.0,Siniša Mihajlović,Home,0
2478960,46,4,8.0,Roberto Mancini,749,3,15.0,Maurizio Sarri,Home,1
2599295,2721,2,,Giuseppe Scienza,44884,0,,Mauro Zironelli,Home,1
2599297,9439,5,,Michele Serena,5615,1,,Marco Alessandrini,Home,1
2603995,430,1,8.0,Paulo Sousa,252,0,11.0,Gian Piero Gasperini,Home,1
2604000,398,2,9.0,Stefano Pioli,410,0,13.0,Stefano Colantuono,Home,1
2604004,800,1,12.0,Edoardo Reja,276,1,15.0,Andrea Mandorlini,Home,0
2604013,410,1,17.0,Stefano Colantuono,749,2,14.0,Marco Giampaolo,Home,0
2604037,430,3,1.0,Paulo Sousa,800,0,10.0,Edoardo Reja,Home,1
2604044,800,3,8.0,Edoardo Reja,4102,0,19.0,Giuseppe Sannino,Home,1
2604059,398,3,5.0,Stefano Pioli,416,0,8.0,Gian Piero Ventura,Home,1
2604126,252,0,17.0,Gian Piero Gasperini,1025,1,13.0,Roberto Donadoni,Home,0
2604143,416,0,10.0,Gian Piero Ventura,410,1,13.0,Stefano Colantuono,Home,0
2604151,458,1,16.0,Davide Ballardini,430,3,2.0,Paulo Sousa,Home,0
2604237,862,1,10.0,Rolando Maran,252,0,15.0,Gian Piero Gasperini,Home,1
2604253,8970,2,18.0,Roberto Stellone,410,0,16.0,Stefano Colantuono,Home,1
2604275,252,4,10.0,Gian Piero Gasperini,8970,0,19.0,Roberto Stellone,Home,1
2604311,506,3,1.0,Massimiliano Allegri,398,0,9.0,Simone Inzaghi,Home,1
2646686,3522,1,,Domenico Di Carlo,2721,2,,Angelo Gregucci,Home,0
2726503,1390,3,15.0,Massimo Rastelli,800,0,18.0,Gian Piero Gasperini,Home,1
2726622,410,1,14.0,Luigi Delneri,1025,0,16.0,Roberto Donadoni,Home,1
2726661,6574,0,16.0,Eusebio Di Francesco,416,0,9.0,Siniša Mihajlović,Home,0
2726665,46,3,6.0,Stefano Pioli,862,1,12.0,Rolando Maran,Home,1
2726783,12,1,2.0,Luciano Spalletti,800,1,5.0,Gian Piero Gasperini,Home,0
2726790,46,2,7.0,Stefano Pioli,5,2,6.0,Vincenzo Montella,Home,0
2726795,1038,1,10.0,Marco Giampaolo,4083,2,18.0,Davide Nicola,Home,0
2726814,749,3,17.0,Giovanni Martusciello,1025,1,15.0,Roberto Donadoni,Home,1
2726826,12,3,2.0,Luciano Spalletti,506,1,1.0,Massimiliano Allegri,Home,1
2814762,6195,1,,Maurizio Sarri,430,0,,Paulo Sousa,Home,1
2897170,4083,0,14.0,Davide Nicola,276,0,13.0,Fabio Pecchia,Home,0
2897182,276,0,19.0,Fabio Pecchia,430,5,11.0,Stefano Pioli,Home,0
2897232,276,1,15.0,Fabio Pecchia,4171,0,20.0,Marco Baroni,Home,1
2897236,1038,3,6.0,Marco Giampaolo,800,1,12.0,Gian Piero Gasperini,Home,1
2897252,430,3,7.0,Stefano Pioli,416,0,12.0,Siniša Mihajlović,Home,1
2897255,506,4,4.0,Massimiliano Allegri,2722,1,19.0,Leonardo Semplici,Home,1
2897262,6195,3,1.0,Maurizio Sarri,6574,1,16.0,Cristian Bucchi,Home,1
2897297,862,1,13.0,Rolando Maran,410,1,11.0,Massimo Oddo,Home,0
2897337,416,2,9.0,Walter Mazzarri,410,0,10.0,Massimo Oddo,Home,1
2897462,46,1,3.0,Luciano Spalletti,410,3,13.0,Massimo Oddo,Home,0
2897471,5,0,9.0,Gennaro Gattuso,800,2,7.0,Gian Piero Gasperini,Home,0
2897557,1390,1,13.0,Diego López,46,3,2.0,Luciano Spalletti,Home,0
2905612,4083,2,,Davide Nicola,1408,1,,Arnaldo Franzini,Home,1
2358320,332,5,,Roberto Alberti,4103,4,,Michele Marcolini,Home,1
2359267,862,0,17.0,Giuseppe Sannino,800,1,11.0,Stefano Colantuono,Home,0
2359306,276,2,5.0,Andrea Mandorlini,1390,1,15.0,Diego López,Home,1
2359381,5,3,11.0,Massimiliano Allegri,800,0,15.0,Stefano Colantuono,Home,1
2359460,430,0,4.0,Vincenzo Montella,398,1,8.0,Edoardo Reja,Home,0
2359471,410,1,14.0,Francesco Guidolin,5,0,10.0,Clarence Seedorf,Home,1
2359516,862,0,16.0,Eugenio Corini,276,1,9.0,Andrea Mandorlini,Home,0
2473460,2239,3,,Mario Montorfano,4031,2,,Roberto Cappellacci,Home,1
2478612,5,0,4.0,Filippo Inzaghi,506,1,2.0,Massimiliano Allegri,Home,0
2478614,12,2,1.0,Rudi Garcia,1390,0,17.0,Zdenek Zeman,Home,1
2478681,398,4,3.0,Stefano Pioli,1390,2,16.0,Zdenek Zeman,Home,1
2478737,410,1,9.0,Andrea Stramaccioni,276,2,13.0,Andrea Mandorlini,Home,0
2478786,46,0,10.0,Roberto Mancini,416,1,13.0,Gian Piero Ventura,Home,0
2478801,398,0,6.0,Stefano Pioli,252,1,7.0,Gian Piero Gasperini,Home,0
2478808,416,1,9.0,Gian Piero Ventura,1390,1,18.0,Gianfranco Zola,Home,0
2478863,1038,1,4.0,Siniša Mihajlović,46,0,10.0,Roberto Mancini,Home,1
2478917,458,2,11.0,Giuseppe Iachini,416,2,8.0,Gian Piero Ventura,Home,0
2489319,1038,2,,Siniša Mihajlović,19,0,,Ivo Iaconi,Home,1
2515985,430,3,,Vincenzo Montella,800,1,,Stefano Colantuono,Home,1
2599291,4172,4,,Giancarlo Favarin,26883,0,,Gabriel Raimondi,Home,1
2603993,410,0,11.0,Stefano Colantuono,458,1,5.0,Giuseppe Iachini,Home,0
2604010,6195,5,11.0,Maurizio Sarri,398,0,10.0,Stefano Pioli,Home,1
2604051,12,3,2.0,Rudi Garcia,749,1,17.0,Marco Giampaolo,Home,1
2604055,862,0,11.0,Rolando Maran,6195,1,2.0,Maurizio Sarri,Home,0
2604292,458,0,18.0,Walter Novellino,398,3,8.0,Simone Inzaghi,Home,0
2604326,506,2,1.0,Massimiliano Allegri,4102,0,17.0,Fabrizio Castori,Home,1
2604351,5,1,7.0,Cristian Brocchi,12,3,3.0,Luciano Spalletti,Home,0
2611214,862,0,,Rolando Maran,380,1,,Vincenzo Torrente,Home,0
2726508,6195,3,1.0,Maurizio Sarri,1025,1,13.0,Roberto Donadoni,Home,1
2726568,398,4,5.0,Simone Inzaghi,1390,1,15.0,Massimo Rastelli,Home,1
2726569,6195,2,3.0,Maurizio Sarri,749,0,18.0,Giovanni Martusciello,Home,1
2726609,6195,1,7.0,Maurizio Sarri,6574,1,16.0,Eusebio Di Francesco,Home,0
2726655,252,0,12.0,Ivan Juric,12,1,2.0,Luciano Spalletti,Home,0
2726693,800,2,6.0,Gian Piero Gasperini,1390,0,15.0,Massimo Rastelli,Home,1
2726703,458,1,18.0,Diego López,800,3,5.0,Gian Piero Gasperini,Home,0
2726744,6574,0,13.0,Eusebio Di Francesco,1025,1,14.0,Roberto Donadoni,Home,0
2726766,862,1,11.0,Rolando Maran,4083,2,18.0,Davide Nicola,Home,0
2726841,410,1,12.0,Luigi Delneri,1038,1,10.0,Marco Giampaolo,Home,0
2735694,4171,2,,Marco Baroni,380,4,,Giuseppe Sannino,Home,0
2894297,4330,2,,Francesco Moriero,1253,0,,Giovanni Lopez,Home,1
2897235,12,0,5.0,Eusebio Di Francesco,6195,1,1.0,Maurizio Sarri,Home,0
2897256,12,1,5.0,Eusebio Di Francesco,4083,0,17.0,Davide Nicola,Home,1
2897448,252,1,16.0,Davide Ballardini,800,2,8.0,Gian Piero Gasperini,Home,0
2897474,2722,2,18.0,Leonardo Semplici,416,2,10.0,Siniša Mihajlović,Home,0
2897522,410,0,17.0,Igor Tudor,46,4,5.0,Luciano Spalletti,Home,0
2897539,6195,2,2.0,Maurizio Sarri,4083,1,18.0,Walter Zenga,Home,1
2897543,6574,0,11.0,Giuseppe Iachini,12,1,3.0,Eusebio Di Francesco,Home,0
2897545,252,1,12.0,Davide Ballardini,416,2,10.0,Walter Mazzarri,Home,0
2358316,1386,1,,Gianluca Atzori,4102,0,,Fabio Brini,Home,1
2359352,1038,2,16.0,Siniša Mihajlović,1627,0,20.0,Luigi De Canio,Home,1
2359486,1025,1,16.0,Davide Ballardini,1390,0,15.0,Diego López,Home,1
2478712,506,2,1.0,Massimiliano Allegri,416,1,15.0,Gian Piero Ventura,Home,1
2478905,46,2,9.0,Roberto Mancini,12,1,3.0,Rudi Garcia,Home,1
2604035,862,1,7.0,Rolando Maran,276,1,18.0,Andrea Mandorlini,Home,0
2604142,1038,2,14.0,Vincenzo Montella,458,0,16.0,Davide Ballardini,Home,1
2726682,749,1,17.0,Giovanni Martusciello,410,0,12.0,Luigi Delneri,Home,1
2897445,416,1,12.0,Siniša Mihajlović,800,1,10.0,Gian Piero Gasperini,Home,0
2897446,1390,2,14.0,Diego López,1038,2,6.0,Marco Giampaolo,Home,0
2251264,862,2,5.0,Domenico Di Carlo,1025,0,15.0,Stefano Pioli,Home,1
2251287,6195,3,2.0,Walter Mazzarri,130,1,12.0,Roberto Donadoni,Home,1
2251290,12,2,7.0,Zdeněk Zeman,1025,3,14.0,Stefano Pioli,Home,0
2251341,130,2,11.0,Roberto Donadoni,1038,1,8.0,Ciro Ferrara,Home,1
2251356,252,0,16.0,Luigi Delneri,430,1,5.0,Vincenzo Montella,Home,0
2251368,6195,1,3.0,Walter Mazzarri,416,1,13.0,Gian Piero Ventura,Home,0
2251382,416,1,12.0,Gian Piero Ventura,1025,0,19.0,Stefano Pioli,Home,1
2251398,458,3,15.0,Gian Piero Gasperini,1627,1,8.0,Rolando Maran,Home,1
2251410,6195,5,2.0,Walter Mazzarri,2921,1,20.0,Cristiano Bergodi,Home,1
2251414,1025,0,15.0,Stefano Pioli,398,0,4.0,Vladimir Petkovic,Home,0
2251417,458,0,17.0,Gian Piero Gasperini,506,1,1.0,Antonio Conte,Home,0
2251429,5,4,7.0,Massimiliano Allegri,2921,1,18.0,Cristiano Bergodi,Home,1
2251439,12,4,6.0,Zdeněk Zeman,5,2,7.0,Massimiliano Allegri,Home,1
2251488,398,1,3.0,Vladimir Petkovic,6195,1,2.0,Walter Mazzarri,Home,0
2251503,130,1,11.0,Roberto Donadoni,1627,2,7.0,Rolando Maran,Home,0
2251510,800,2,16.0,Stefano Colantuono,12,3,8.0,Aurelio Andreazzoli,Home,0
2251513,1387,0,18.0,Giuseppe Iachini,800,2,15.0,Stefano Colantuono,Home,0
2251540,5,2,3.0,Massimiliano Allegri,458,0,19.0,Giuseppe Sannino,Home,1
2251559,1038,1,14.0,Delio Rossi,458,3,18.0,Giuseppe Sannino,Home,0
2251611,1390,0,11.0,Ivo Pulga,130,1,10.0,Roberto Donadoni,Home,0
2252314,430,0,4.0,Vincenzo Montella,2921,2,15.0,Cristiano Bergodi,Home,0
2252318,410,3,9.0,Francesco Guidolin,46,0,5.0,Andrea Stramaccioni,Home,1
2983260,398,1,,Simone Inzaghi,430,0,,Stefano Pioli,Home,1
3080981,506,2,1.0,Massimiliano Allegri,1025,0,18.0,Filippo Inzaghi,Home,1
3080983,12,4,10.0,Eusebio Di Francesco,8970,0,19.0,Moreno Longo,Home,1
3081043,862,1,20.0,Gian Piero Ventura,800,5,15.0,Gian Piero Gasperini,Home,0
3081050,1038,0,5.0,Marco Giampaolo,6574,0,9.0,Roberto De Zerbi,Home,0
3081060,2722,0,14.0,Leonardo Semplici,8970,3,19.0,Moreno Longo,Home,0
3081180,6574,3,10.0,Roberto De Zerbi,430,3,12.0,Stefano Pioli,Home,0
3081200,6574,1,8.0,Roberto De Zerbi,416,1,11.0,Walter Mazzarri,Home,0
3081209,1038,2,5.0,Marco Giampaolo,862,0,20.0,Domenico Di Carlo,Home,1
3081211,416,3,8.0,Walter Mazzarri,749,0,16.0,Giuseppe Iachini,Home,1
3081214,252,0,14.0,Cesare Prandelli,430,0,10.0,Stefano Pioli,Home,0
3081227,252,0,14.0,Cesare Prandelli,5,2,4.0,Gennaro Gattuso,Home,0
3081244,749,2,17.0,Giuseppe Iachini,862,2,20.0,Domenico Di Carlo,Home,0
3081306,5,2,4.0,Gennaro Gattuso,46,3,3.0,Luciano Spalletti,Home,0
3081309,2722,2,15.0,Leonardo Semplici,12,1,6.0,Claudio Ranieri,Home,1
3081373,5,2,5.0,Gennaro Gattuso,1025,1,15.0,Siniša Mihajlović,Home,1
3081411,1390,1,15.0,Rolando Maran,410,2,12.0,Igor Tudor,Home,0
3089428,862,1,,Lorenzo D'Anna,2921,0,,Giuseppe Pillon,Home,1
3092288,1038,2,,Marco Giampaolo,2722,1,,Leonardo Semplici,Home,1
3147778,800,3,,Gian Piero Gasperini,506,0,,Massimiliano Allegri,Home,1
3229117,7197,2,,Giuseppe Raffaele,50358,0,,Aldo Gardini,Home,1
3229225,410,1,12.0,Igor Tudor,1025,0,11.0,Miroslav Tanjga,Home,1
3229267,1025,1,14.0,Miroslav Tanjga,46,2,2.0,Antonio Conte,Home,0
3229298,430,0,14.0,Vincenzo Montella,1005,1,15.0,Fabio Liverani,Home,0
3229303,398,3,3.0,Simone Inzaghi,410,0,16.0,Luca Gotti,Home,1
3229345,2722,0,20.0,Leonardo Semplici,276,2,11.0,Ivan Juric,Home,0
3229361,252,1,20.0,Davide Nicola,12,3,4.0,Paulo Fonseca,Home,0
3229363,800,1,5.0,Gian Piero Gasperini,2722,2,19.0,Leonardo Semplici,Home,0
3229372,276,3,9.0,Ivan Juric,1005,0,17.0,Fabio Liverani,Home,1
3229412,416,1,14.0,Moreno Longo,130,1,8.0,Roberto D'Aversa,Home,0
3229457,46,1,3.0,Antonio Conte,1025,2,9.0,Siniša Mihajlović,Home,0
3229460,19,2,19.0,Diego López,276,0,8.0,Ivan Juric,Home,1
3242082,8970,5,,Alessandro Nesta,33734,1,,Giorgio Roselli,Home,1
3433212,130,1,17.0,Fabio Liverani,276,0,7.0,Ivan Juric,Home,1
3433215,1025,3,17.0,Siniša Mihajlović,6574,4,2.0,Roberto De Zerbi,Home,0
3433233,130,2,15.0,Fabio Liverani,3522,2,14.0,Vincenzo Italiano,Home,0
3433236,4083,1,20.0,Giovanni Stroppa,800,2,5.0,Gian Piero Gasperini,Home,0
3433243,410,1,19.0,Luca Gotti,5,2,1.0,Stefano Pioli,Home,0
3433265,800,0,8.0,Gian Piero Gasperini,276,2,7.0,Ivan Juric,Home,0
3433281,1038,1,14.0,Claudio Ranieri,5,2,1.0,Stefano Pioli,Home,0
3433294,416,2,18.0,Marco Giampaolo,410,3,10.0,Luca Gotti,Home,0
3433372,12,4,4.0,Paulo Fonseca,3522,3,14.0,Vincenzo Italiano,Home,1
3433442,430,3,15.0,Cesare Prandelli,130,3,19.0,Roberto D'Aversa,Home,0
3433500,6195,5,5.0,Gennaro Gattuso,398,2,6.0,Simone Inzaghi,Home,1
3433505,800,5,2.0,Gian Piero Gasperini,1025,0,12.0,Siniša Mihajlović,Home,1
3433542,1038,2,9.0,Claudio Ranieri,3522,2,17.0,Vincenzo Italiano,Home,0
3441888,2721,3,,Angelo Gregucci,4330,2,,Paolo,Home,1
3476394,1390,2,,Eusebio Di Francesco,276,1,,Ivan Juric,Home,1
3490473,430,1,,Cesare Prandelli,46,2,,Antonio Conte,Home,0
3614514,410,2,10.0,Luca Gotti,506,2,12.0,Massimiliano Allegri,Home,0
3614565,5,2,3.0,Stefano Pioli,607,0,18.0,Paolo Zanetti,Home,1
3614582,607,1,18.0,Paolo Zanetti,416,1,9.0,Ivan Juric,Home,0
3614583,800,2,7.0,Gian Piero Gasperini,5,3,2.0,Stefano Pioli,Home,0
3614597,398,3,5.0,Maurizio Sarri,46,1,3.0,Simone Inzaghi,Home,1
3614618,506,1,7.0,Massimiliano Allegri,6574,2,9.0,Alessio Dionisi,Home,0
3614657,800,5,4.0,Gian Piero Gasperini,3522,2,17.0,Thiago Motta,Home,1
3614664,380,0,20.0,Stefano Colantuono,1038,2,16.0,Roberto D'Aversa,Home,0
3614751,276,2,10.0,Igor Tudor,1025,1,11.0,Siniša Mihajlović,Home,1
3614767,607,0,19.0,Paolo Zanetti,6195,2,2.0,Luciano Spalletti,Home,0
3614789,749,2,13.0,Aurelio Andreazzoli,506,3,4.0,Massimiliano Allegri,Home,0
3614797,416,1,12.0,Ivan Juric,1390,2,17.0,Walter Mazzarri,Home,0
3614831,506,0,4.0,Massimiliano Allegri,46,1,3.0,Simone Inzaghi,Home,0
3614843,6195,2,3.0,Luciano Spalletti,430,3,7.0,Vincenzo Italiano,Home,0
3614860,430,1,7.0,Vincenzo Italiano,607,0,20.0,Paolo Zanetti,Home,1
3614868,1025,2,13.0,Siniša Mihajlović,410,2,12.0,Gabriele Cioffi,Home,0
3614879,1390,1,18.0,Walter Mazzarri,276,2,9.0,Igor Tudor,Home,0
3614881,506,2,4.0,Massimiliano Allegri,607,1,20.0,Andrea Soncin,Home,1
3614884,12,0,5.0,José Mourinho,1025,0,13.0,Siniša Mihajlović,Home,0
3614889,252,2,19.0,Alexander Blessin,506,1,4.0,Massimiliano Allegri,Home,1
3615116,1390,1,20.0,Walter Mazzarri,800,2,4.0,Gian Piero Gasperini,Home,0
3637789,21331,1,,Massimo Paci,3522,3,,Thiago Motta,Home,0
3844736,430,3,4.0,Vincenzo Italiano,2239,2,10.0,Massimiliano Alvini,Home,1
3844739,398,2,6.0,Maurizio Sarri,1025,1,11.0,Siniša Mihajlović,Home,1
3844743,380,0,15.0,Davide Nicola,12,1,9.0,José Mourinho,Home,0
3844748,749,0,15.0,Paolo Zanetti,430,0,8.0,Vincenzo Italiano,Home,0
3844766,800,3,1.0,Gian Piero Gasperini,416,1,8.0,Ivan Juric,Home,1
3844770,506,2,20.0,Massimiliano Allegri,3522,0,12.0,Luca Gotti,Home,1
3844779,398,1,8.0,Maurizio Sarri,6195,2,2.0,Luciano Spalletti,Home,0
3844807,749,1,13.0,Paolo Zanetti,5,3,5.0,Stefano Pioli,Home,0
3844831,1005,1,15.0,Marco Baroni,430,1,12.0,Vincenzo Italiano,Home,0
3844852,2919,1,15.0,Raffaele Palladino,1025,2,11.0,Thiago Motta,Home,0
3844861,2919,2,15.0,Raffaele Palladino,276,0,20.0,Salvatore Bocchetti,Home,1
3844867,430,2,9.0,Vincenzo Italiano,380,1,11.0,Davide Nicola,Home,1
3844880,506,3,8.0,Massimiliano Allegri,398,0,3.0,Maurizio Sarri,Home,1
3844896,1025,1,12.0,Thiago Motta,800,2,5.0,Gian Piero Gasperini,Home,0
3844926,800,2,4.0,Gian Piero Gasperini,1038,0,19.0,Dejan Stankovic,Home,1
3844929,749,2,10.0,Paolo Zanetti,416,2,9.0,Ivan Juric,Home,0
3844933,5,2,5.0,Stefano Pioli,6574,5,15.0,Alessio Dionisi,Home,0
3844984,3522,0,17.0,Leonardo Semplici,276,0,18.0,Marco Zaffaroni,Home,0
3845038,276,2,18.0,Marco Zaffaroni,1025,1,8.0,Thiago Motta,Home,1
3845040,398,0,2.0,Maurizio Sarri,416,1,9.0,Ivan Juric,Home,0
3898453,2239,4,,Massimiliano Alvini,1385,2,,Attilio Tesser,Home,1
2987295,506,1,,Massimiliano Allegri,800,0,,Gian Piero Gasperini,Home,1
3077534,4330,1,,Giuseppe Magi,10390,0,,Alessandro Lupo,Home,1
3077537,5587,1,,Fabio Caserta,1307,0,,Paolo Indiani,Home,1
3080980,46,2,5.0,Luciano Spalletti,430,1,6.0,Stefano Pioli,Home,1
3081053,1390,2,13.0,Rolando Maran,862,1,20.0,Gian Piero Ventura,Home,1
3081054,749,1,18.0,Aurelio Andreazzoli,506,2,1.0,Massimiliano Allegri,Home,0
3081186,8970,0,19.0,Moreno Longo,6574,2,6.0,Roberto De Zerbi,Home,0
3081197,5,0,5.0,Gennaro Gattuso,430,1,7.0,Stefano Pioli,Home,0
3081266,252,2,13.0,Cesare Prandelli,398,1,7.0,Simone Inzaghi,Home,1
3081328,749,2,17.0,Aurelio Andreazzoli,6195,1,2.0,Carlo Ancelotti,Home,1
3092284,1025,3,,Filippo Inzaghi,4083,0,,Massimo Oddo,Home,1
3229302,506,2,2.0,Maurizio Sarri,6574,2,11.0,Roberto De Zerbi,Home,0
3229322,506,3,1.0,Maurizio Sarri,410,1,17.0,Luca Gotti,Home,1
3229346,1390,0,6.0,Rolando Maran,5,2,10.0,Stefano Pioli,Home,0
3229379,5,1,6.0,Stefano Pioli,276,1,9.0,Ivan Juric,Home,0
3229413,46,2,3.0,Antonio Conte,1038,1,17.0,Claudio Ranieri,Home,1
3229428,1025,0,11.0,Siniša Mihajlović,506,2,1.0,Maurizio Sarri,Home,0
3229519,276,1,9.0,Ivan Juric,398,5,4.0,Simone Inzaghi,Home,0
3289600,430,2,,Giuseppe Iachini,800,1,,Gian Piero Gasperini,Home,1
3305601,6195,1,,Gennaro Gattuso,398,0,,Simone Inzaghi,Home,1
3433276,430,1,17.0,Cesare Prandelli,252,1,19.0,Rolando Maran,Home,0
3433298,46,1,2.0,Antonio Conte,6195,0,4.0,Gennaro Gattuso,Home,1
3433334,3522,0,19.0,Vincenzo Italiano,276,1,8.0,Ivan Juric,Home,0
3433392,6574,1,8.0,Roberto De Zerbi,3522,2,16.0,Vincenzo Italiano,Home,0
3433393,800,3,7.0,Gian Piero Gasperini,416,3,17.0,Davide Nicola,Home,0
3433408,800,4,5.0,Gian Piero Gasperini,6195,2,7.0,Gennaro Gattuso,Home,1
3433520,4083,0,20.0,Serse Cosmi,46,2,1.0,Antonio Conte,Home,0
3433524,276,1,10.0,Ivan Juric,3522,1,16.0,Vincenzo Italiano,Home,0
3614534,276,1,17.0,Eusebio Di Francesco,46,3,3.0,Simone Inzaghi,Home,0
3614660,252,0,18.0,Andriy Shevchenko,12,2,5.0,José Mourinho,Home,0
3614668,749,2,11.0,Aurelio Andreazzoli,430,1,9.0,Vincenzo Italiano,Home,1
3614684,380,0,20.0,Stefano Colantuono,506,2,6.0,Massimiliano Allegri,Home,0
3614885,1038,1,15.0,Marco Giampaolo,252,0,19.0,Alexander Blessin,Home,1
3614906,1038,4,15.0,Marco Giampaolo,430,1,7.0,Vincenzo Italiano,Home,1
3733441,5,4,,Stefano Pioli,398,0,,Maurizio Sarri,Home,1
3844856,800,1,4.0,Gian Piero Gasperini,6195,2,1.0,Luciano Spalletti,Home,0
3844906,800,8,5.0,Gian Piero Gasperini,380,2,15.0,Davide Nicola,Home,1
3844955,410,2,9.0,Andrea Sottil,6574,2,14.0,Alessio Dionisi,Home,0
3845011,2919,0,13.0,Raffaele Palladino,398,2,2.0,Maurizio Sarri,Home,0
3845065,410,1,12.0,Andrea Sottil,6195,1,1.0,Luciano Spalletti,Home,0
3845068,749,2,14.0,Paolo Zanetti,380,1,15.0,Paulo Sousa,Home,1
3845106,800,5,5.0,Gian Piero Gasperini,2919,2,11.0,Raffaele Palladino,Home,1
3947768,430,1,,Vincenzo Italiano,1038,0,,Dejan Stankovic,Home,1
3081058,6195,1,3.0,Carlo Ancelotti,12,1,6.0,Eusebio Di Francesco,Home,0
3081336,6195,1,2.0,Carlo Ancelotti,252,1,14.0,Cesare Prandelli,Home,0
3084018,704,1,,Gianluca Grassadonia,1627,3,,Andrea Sottil,Home,0
3084030,4083,4,,Giovanni Stroppa,44223,0,,Raul Bertarelli,Home,1
3089425,20519,2,,Roberto Boscaglia,380,0,,Stefano Colantuono,Home,1
3229394,2722,1,20.0,Leonardo Semplici,6574,2,12.0,Roberto De Zerbi,Home,0
3229538,252,3,17.0,Davide Nicola,276,0,9.0,Ivan Juric,Home,1
3433303,410,0,10.0,Luca Gotti,4083,0,20.0,Giovanni Stroppa,Home,0
3433363,6574,1,8.0,Roberto De Zerbi,130,1,19.0,Roberto D'Aversa,Home,0
3433537,1025,0,12.0,Siniša Mihajlović,252,2,14.0,Davide Ballardini,Home,0
3844785,410,4,4.0,Andrea Sottil,12,0,6.0,José Mourinho,Home,1
4103478,12,2,10.0,José Mourinho,380,2,9.0,Paulo Sousa,Home,0
4103526,276,0,13.0,Marco Baroni,800,1,4.0,Gian Piero Gasperini,Home,0
4103555,276,1,16.0,Marco Baroni,6195,3,5.0,Rudi Garcia,Home,0
4103557,12,1,7.0,José Mourinho,2919,0,11.0,Raffaele Palladino,Home,1
4103581,416,2,12.0,Ivan Juric,6574,1,15.0,Alessio Dionisi,Home,1
4103602,430,3,6.0,Vincenzo Italiano,380,0,20.0,Filippo Inzaghi,Home,1
4103622,800,4,7.0,Gian Piero Gasperini,380,1,20.0,Filippo Inzaghi,Home,1
4103653,749,0,19.0,Aurelio Andreazzoli,5,3,3.0,Stefano Pioli,Home,0
4103683,1390,1,18.0,Claudio Ranieri,416,2,10.0,Ivan Juric,Home,0
4103685,252,2,12.0,Alberto Gilardino,1005,1,14.0,Roberto D'Aversa,Home,1
4103733,749,0,14.0,Davide Nicola,1390,1,18.0,Claudio Ranieri,Home,0
4103738,2919,1,11.0,Raffaele Palladino,12,4,5.0,Daniele De Rossi,Home,0
4103745,252,2,12.0,Alberto Gilardino,2919,3,10.0,Raffaele Palladino,Home,0
