game_id,competition_id,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,url,home_club_formation,away_club_formation,home_club_name,away_club_name,aggregate,competition_type
2359334,IT1,2013,13. Matchday,2013-11-24,410,430,1,0,11.0,5.0,Francesco Guidolin,Vincenzo Montella,Dacia Arena,14318.0,Paolo Tagliavento,https://www.transfermarkt.co.uk/udinese-calcio_acf-fiorentina/index/spielbericht/2359334,4-2-3-1,4-3-3 Attacking,Udinese Calcio,Associazione Calcio Fiorentina,1:0,domestic_league
2359425,IT1,2013,23. Matchday,2014-02-08,430,800,2,0,4.0,13.0,Vincenzo Montella,Stefano Colantuono,Artemio Franchi,28319.0,Marco Guida,https://www.transfermarkt.co.uk/acf-fiorentina_atalanta-bc/index/spielbericht/2359425,3-5-2 flat,4-4-1-1,Associazione Calcio Fiorentina,Atalanta Bergamasca Calcio S.p.a.,2:0,domestic_league
2359504,IT1,2013,30. Matchday,2014-03-27,46,410,0,0,5.0,14.0,Walter Mazzarri,Francesco Guidolin,Giuseppe Meazza,36840.0,Andrea Gervasoni,https://www.transfermarkt.co.uk/fc-internazionale_udinese-calcio/index/spielbericht/2359504,3-5-2,3-5-2 flat,Football Club Internazionale Milano S.p.A.,Udinese Calcio,0:0,domestic_league
2359532,IT1,2013,33. Matchday,2014-04-14,410,506,0,2,14.0,1.0,Francesco Guidolin,Antonio Conte,Dacia Arena,22262.0,Nicola Rizzoli,https://www.transfermarkt.co.uk/udinese-calcio_juventus-fc/index/spielbericht/2359532,3-6-1,3-5-2 flat,Udinese Calcio,Juventus Football Club,0:2,domestic_league
2359539,IT1,2013,34. Matchday,2014-04-19,5,1210,3,0,7.0,19.0,Clarence Seedorf,Domenico Di Carlo,Giuseppe Meazza,38903.0,Massimiliano Irrati,https://www.transfermarkt.co.uk/ac-milan_as-livorno/index/spielbericht/2359539,4-2-3-1,3-5-2 flat,Associazione Calcio Milan,US Livorno 1915,3:0,domestic_league
2423328,CIT,2013,Semi-Finals 1st Leg,2014-02-05,12,6195,3,2,,,Rudi Garcia,Rafael Benítez,Olimpico di Roma,30000.0,Mauro Bergonzi,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2423328,4-3-3 Attacking,4-2-3-1,Associazione Sportiva Roma,Società Sportiva Calcio Napoli,3:2,domestic_cup
2478601,IT1,2014,2. Matchday,2014-09-15,276,458,2,1,6.0,13.0,Andrea Mandorlini,Giuseppe Iachini,Marcantonio Bentegodi,18304.0,Gianluca Rocchi,https://www.transfermarkt.co.uk/hellas-verona_us-palermo/index/spielbericht/2478601,4-3-3 Attacking,3-5-2 flat,Verona Hellas Football Club,Palermo FC,2:1,domestic_league
2478611,IT1,2014,3. Matchday,2014-09-21,252,398,1,0,10.0,12.0,Gian Piero Gasperini,Stefano Pioli,Luigi Ferraris,18279.0,Marco Guida,https://www.transfermarkt.co.uk/genoa-cfc_ss-lazio/index/spielbericht/2478611,4-3-3 Attacking,4-3-3 Attacking,Genoa Cricket and Football Club,Società Sportiva Lazio S.p.A.,1:0,domestic_league
2478654,IT1,2014,7. Matchday,2014-10-19,458,1429,2,1,15.0,16.0,Giuseppe Iachini,Pierpaolo Bisoli,"Comunale Renzo Barbera ""La Favorita""",14780.0,Antonio Damato,https://www.transfermarkt.co.uk/us-palermo_ac-cesena/index/spielbericht/2478654,3-5-2 flat,4-4-1-1,Palermo FC,Cesena FC,2:1,domestic_league
2478700,IT1,2014,12. Matchday,2014-11-24,252,458,1,1,5.0,13.0,Gian Piero Gasperini,Giuseppe Iachini,Luigi Ferraris,18588.0,Michael Fabbri,https://www.transfermarkt.co.uk/genoa-cfc_us-palermo/index/spielbericht/2478700,3-4-3,3-5-2 flat,Genoa Cricket and Football Club,Palermo FC,1:1,domestic_league
2478764,IT1,2014,18. Matchday,2015-01-11,12,398,2,2,2.0,3.0,Rudi Garcia,Stefano Pioli,Olimpico di Roma,51252.0,Daniele Orsato,https://www.transfermarkt.co.uk/as-roma_ss-lazio/index/spielbericht/2478764,4-1-4-1,4-1-4-1,Associazione Sportiva Roma,Società Sportiva Lazio S.p.A.,2:2,domestic_league
2478778,IT1,2014,20. Matchday,2015-01-25,276,800,1,0,14.0,15.0,Andrea Mandorlini,Stefano Colantuono,Marcantonio Bentegodi,16857.0,Daniele Doveri,https://www.transfermarkt.co.uk/hellas-verona_atalanta-bc/index/spielbericht/2478778,5-3-2,4-4-2 double 6,Verona Hellas Football Club,Atalanta Bergamasca Calcio S.p.a.,1:0,domestic_league
2478822,IT1,2014,24. Matchday,2015-02-23,1390,46,1,2,18.0,8.0,Gianfranco Zola,Roberto Mancini,Sant'Elia,16000.0,Paolo Silvio Mazzoleni,https://www.transfermarkt.co.uk/cagliari-calcio_inter-milan/index/spielbericht/2478822,4-3-2-1,4-3-1-2,Cagliari Calcio,Football Club Internazionale Milano S.p.A.,1:2,domestic_league
2478853,IT1,2014,27. Matchday,2015-03-16,430,5,2,1,6.0,11.0,Vincenzo Montella,Filippo Inzaghi,Artemio Franchi,31432.0,Carmine Russo,https://www.transfermarkt.co.uk/acf-fiorentina_ac-milan/index/spielbericht/2478853,3-5-2 flat,4-3-3 Attacking,Associazione Calcio Fiorentina,Associazione Calcio Milan,2:1,domestic_league
2478858,IT1,2014,28. Matchday,2015-03-22,6195,800,1,1,5.0,17.0,Rafael Benítez,Edoardo Reja,Diego Armando Maradona,30820.0,Gianpaolo Calvarese,https://www.transfermarkt.co.uk/ssc-napoli_atalanta-bc/index/spielbericht/2478858,4-2-3-1,4-4-1-1,Società Sportiva Calcio Napoli,Atalanta Bergamasca Calcio S.p.a.,1:1,domestic_league
2478949,IT1,2014,37. Matchday,2015-05-24,1429,1390,0,1,19.0,18.0,Domenico Di Carlo,Gianluca Festa,Orogel Stadium - Dino Manuzzi,13945.0,Eugenio Abbattista,https://www.transfermarkt.co.uk/ac-cesena_cagliari-calcio/index/spielbericht/2478949,4-2-3-1,4-3-1-2,Cesena FC,Cagliari Calcio,0:1,domestic_league
2603995,IT1,2015,3. Matchday,2015-09-12,430,252,1,0,8.0,11.0,Paulo Sousa,Gian Piero Gasperini,Artemio Franchi,30048.0,Daniele Doveri,https://www.transfermarkt.co.uk/acf-fiorentina_genoa-cfc/index/spielbericht/2603995,4-3-3 Attacking,3-5-2,Associazione Calcio Fiorentina,Genoa Cricket and Football Club,1:0,domestic_league
2604000,IT1,2015,3. Matchday,2015-09-13,398,410,2,0,9.0,13.0,Stefano Pioli,Stefano Colantuono,Olimpico di Roma,24350.0,Gianpaolo Calvarese,https://www.transfermarkt.co.uk/ss-lazio_udinese-calcio/index/spielbericht/2604000,4-2-3-1,3-5-2 flat,Società Sportiva Lazio S.p.A.,Udinese Calcio,2:0,domestic_league
2604004,IT1,2015,4. Matchday,2015-09-20,800,276,1,1,12.0,15.0,Edoardo Reja,Andrea Mandorlini,Gewiss Stadium,14323.0,Fabio Maresca,https://www.transfermarkt.co.uk/atalanta-bc_hellas-verona/index/spielbericht/2604004,4-3-3 Attacking,4-3-3 Attacking,Atalanta Bergamasca Calcio S.p.a.,Verona Hellas Football Club,1:1,domestic_league
2604037,IT1,2015,7. Matchday,2015-10-04,430,800,3,0,1.0,10.0,Paulo Sousa,Edoardo Reja,Artemio Franchi,25644.0,Davide Massa,https://www.transfermarkt.co.uk/acf-fiorentina_atalanta-bc/index/spielbericht/2604037,3-4-2-1,4-3-3 Attacking,Associazione Calcio Fiorentina,Atalanta Bergamasca Calcio S.p.a.,3:0,domestic_league
2604044,IT1,2015,8. Matchday,2015-10-18,800,4102,3,0,8.0,19.0,Edoardo Reja,Giuseppe Sannino,Gewiss Stadium,46390.0,Fabrizio Pasqua,https://www.transfermarkt.co.uk/atalanta-bc_carpi-fc-1909/index/spielbericht/2604044,4-3-3 Attacking,3-5-2 flat,Atalanta Bergamasca Calcio S.p.a.,AC Carpi,3:0,domestic_league
2604059,IT1,2015,9. Matchday,2015-10-25,398,416,3,0,5.0,8.0,Stefano Pioli,Gian Piero Ventura,Olimpico di Roma,22131.0,Paolo Silvio Mazzoleni,https://www.transfermarkt.co.uk/ss-lazio_torino-fc/index/spielbericht/2604059,4-2-3-1,3-5-2 flat,Società Sportiva Lazio S.p.A.,Torino Calcio,3:0,domestic_league
2604143,IT1,2015,17. Matchday,2015-12-20,416,410,0,1,10.0,13.0,Gian Piero Ventura,Stefano Colantuono,Olimpico Grande Torino,15624.0,Claudio Gavillucci,https://www.transfermarkt.co.uk/torino-fc_udinese-calcio/index/spielbericht/2604143,3-5-2 flat,3-5-2 flat,Torino Calcio,Udinese Calcio,0:1,domestic_league
2604151,IT1,2015,18. Matchday,2016-01-06,458,430,1,3,16.0,2.0,Davide Ballardini,Paulo Sousa,"Comunale Renzo Barbera ""La Favorita""",13928.0,Antonio Damato,https://www.transfermarkt.co.uk/us-palermo_acf-fiorentina/index/spielbericht/2604151,4-3-1-2,3-4-2-1,Palermo FC,Associazione Calcio Fiorentina,1:3,domestic_league
2604253,IT1,2015,28. Matchday,2016-03-06,8970,410,2,0,18.0,16.0,Roberto Stellone,Stefano Colantuono,Comunale Matusa,6510.0,Nicola Rizzoli,https://www.transfermarkt.co.uk/frosinone-calcio_udinese-calcio/index/spielbericht/2604253,4-4-2 double 6,4-3-1-2,Frosinone Calcio,Udinese Calcio,2:0,domestic_league
2604275,IT1,2015,31. Matchday,2016-04-03,252,8970,4,0,10.0,19.0,Gian Piero Gasperini,Roberto Stellone,Luigi Ferraris,20033.0,Paolo Silvio Mazzoleni,https://www.transfermarkt.co.uk/genoa-cfc_frosinone-calcio/index/spielbericht/2604275,3-5-2 flat,4-3-3 Attacking,Genoa Cricket and Football Club,Frosinone Calcio,4:0,domestic_league
2604311,IT1,2015,34. Matchday,2016-04-20,506,398,3,0,1.0,9.0,Massimiliano Allegri,Simone Inzaghi,Allianz Stadium,38655.0,Paolo Silvio Mazzoleni,https://www.transfermarkt.co.uk/juventus-fc_ss-lazio/index/spielbericht/2604311,3-5-2 flat,4-3-3 Attacking,Juventus Football Club,Società Sportiva Lazio S.p.A.,3:0,domestic_league
2726503,IT1,2016,4. Matchday,2016-09-18,1390,800,3,0,15.0,18.0,Massimo Rastelli,Gian Piero Gasperini,Sant'Elia,12301.0,Michael Fabbri,https://www.transfermarkt.co.uk/cagliari-calcio_atalanta-bc/index/spielbericht/2726503,4-3-1-2,3-4-1-2,Cagliari Calcio,Atalanta Bergamasca Calcio S.p.a.,3:0,domestic_league
2726783,IT1,2016,32. Matchday,2017-04-15,12,800,1,1,2.0,5.0,Luciano Spalletti,Gian Piero Gasperini,Olimpico di Roma,34546.0,Piero Giacomelli,https://www.transfermarkt.co.uk/as-roma_atalanta-bc/index/spielbericht/2726783,4-3-3 Attacking,3-4-2-1,Associazione Sportiva Roma,Atalanta Bergamasca Calcio S.p.a.,1:1,domestic_league
2726790,IT1,2016,32. Matchday,2017-04-15,46,5,2,2,7.0,6.0,Stefano Pioli,Vincenzo Montella,Giuseppe Meazza,78328.0,Daniele Orsato,https://www.transfermarkt.co.uk/inter-milan_ac-milan/index/spielbericht/2726790,4-2-3-1,4-3-3 Attacking,Football Club Internazionale Milano S.p.A.,Associazione Calcio Milan,2:2,domestic_league
2726795,IT1,2016,33. Matchday,2017-04-23,1038,4083,1,2,10.0,18.0,Marco Giampaolo,Davide Nicola,Luigi Ferraris,18215.0,Nicola Rizzoli,https://www.transfermarkt.co.uk/uc-sampdoria_fc-crotone/index/spielbericht/2726795,4-3-1-2,4-4-2 double 6,UC Sampdoria,FC Crotone,1:2,domestic_league
2726826,IT1,2016,36. Matchday,2017-05-14,12,506,3,1,2.0,1.0,Luciano Spalletti,Massimiliano Allegri,Olimpico di Roma,53023.0,Luca Banti,https://www.transfermarkt.co.uk/as-roma_juventus-fc/index/spielbericht/2726826,4-2-3-1,4-3-3 Attacking,Associazione Sportiva Roma,Juventus Football Club,3:1,domestic_league
2814762,CIT,2016,Quarter-Finals,2017-01-24,6195,430,1,0,,,Maurizio Sarri,Paulo Sousa,Diego Armando Maradona,31850.0,Daniele Doveri,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2814762,4-3-3 Attacking,3-4-2-1,Società Sportiva Calcio Napoli,Associazione Calcio Fiorentina,1:0,domestic_cup
2897170,IT1,2017,2. Matchday,2017-08-27,4083,276,0,0,14.0,13.0,Davide Nicola,Fabio Pecchia,Ezio Scida,9158.0,Marco Guida,https://www.transfermarkt.co.uk/fc-crotone_hellas-verona/index/spielbericht/2897170,4-4-2 double 6,4-3-3 Attacking,FC Crotone,Verona Hellas Football Club,0:0,domestic_league
2897182,IT1,2017,3. Matchday,2017-09-10,276,430,0,5,19.0,11.0,Fabio Pecchia,Stefano Pioli,Marcantonio Bentegodi,18181.0,Antonio Damato,https://www.transfermarkt.co.uk/hellas-verona_acf-fiorentina/index/spielbericht/2897182,4-3-3 Attacking,4-2-3-1,Verona Hellas Football Club,Associazione Calcio Fiorentina,0:5,domestic_league
2897236,IT1,2017,8. Matchday,2017-10-15,1038,800,3,1,6.0,12.0,Marco Giampaolo,Gian Piero Gasperini,Luigi Ferraris,20032.0,Maurizio Mariani,https://www.transfermarkt.co.uk/uc-sampdoria_atalanta-bc/index/spielbericht/2897236,4-3-1-2,3-4-1-2,UC Sampdoria,Atalanta Bergamasca Calcio S.p.a.,3:1,domestic_league
2897252,IT1,2017,10. Matchday,2017-10-25,430,416,3,0,7.0,12.0,Stefano Pioli,Siniša Mihajlović,Artemio Franchi,22459.0,Maurizio Mariani,https://www.transfermarkt.co.uk/acf-fiorentina_torino-fc/index/spielbericht/2897252,4-3-3 Attacking,4-2-3-1,Associazione Calcio Fiorentina,Torino Calcio,3:0,domestic_league
2897255,IT1,2017,10. Matchday,2017-10-25,506,2722,4,1,4.0,19.0,Massimiliano Allegri,Leonardo Semplici,Allianz Stadium,39953.0,Fabrizio Pasqua,https://www.transfermarkt.co.uk/juventus-fc_spal-2013/index/spielbericht/2897255,4-2-3-1,3-5-2 flat,Juventus Football Club,SPAL,4:1,domestic_league
2897337,IT1,2017,24. Matchday,2018-02-11,416,410,2,0,9.0,10.0,Walter Mazzarri,Massimo Oddo,Olimpico Grande Torino,18740.0,Rosario Abisso,https://www.transfermarkt.co.uk/torino-fc_udinese-calcio/index/spielbericht/2897337,4-4-2,3-5-2 flat,Torino Calcio,Udinese Calcio,2:0,domestic_league
2897462,IT1,2017,17. Matchday,2017-12-16,46,410,1,3,3.0,13.0,Luciano Spalletti,Massimo Oddo,Giuseppe Meazza,52011.0,Maurizio Mariani,https://www.transfermarkt.co.uk/inter-milan_udinese-calcio/index/spielbericht/2897462,4-2-3-1,3-5-2 flat,Football Club Internazionale Milano S.p.A.,Udinese Calcio,1:3,domestic_league
2897471,IT1,2017,18. Matchday,2017-12-23,5,800,0,2,9.0,7.0,Gennaro Gattuso,Gian Piero Gasperini,Giuseppe Meazza,45746.0,Michael Fabbri,https://www.transfermarkt.co.uk/ac-milan_atalanta-bc/index/spielbericht/2897471,4-3-3 Attacking,3-4-2-1,Associazione Calcio Milan,Atalanta Bergamasca Calcio S.p.a.,0:2,domestic_league
2897557,IT1,2017,14. Matchday,2017-11-25,1390,46,1,3,13.0,2.0,Diego López,Luciano Spalletti,Unipol Domus,15974.0,Luca Pairetto,https://www.transfermarkt.co.uk/cagliari-calcio_inter-milan/index/spielbericht/2897557,3-5-2 flat,4-2-3-1,Cagliari Calcio,Football Club Internazionale Milano S.p.A.,1:3,domestic_league
2359306,IT1,2013,11. Matchday,2013-11-03,276,1390,2,1,5.0,15.0,Andrea Mandorlini,Diego López,Marcantonio Bentegodi,18606.0,Andrea Gervasoni,https://www.transfermarkt.co.uk/hellas-verona_cagliari-calcio/index/spielbericht/2359306,4-3-3 Attacking,4-3-1-2,Verona Hellas Football Club,Cagliari Calcio,2:1,domestic_league
2359381,IT1,2013,18. Matchday,2014-01-06,5,800,3,0,11.0,15.0,Massimiliano Allegri,Stefano Colantuono,Giuseppe Meazza,34187.0,Sebastiano Peruzzo,https://www.transfermarkt.co.uk/ac-milan_atalanta-bc/index/spielbericht/2359381,4-3-1-2,4-4-1-1,Associazione Calcio Milan,Atalanta Bergamasca Calcio S.p.a.,3:0,domestic_league
2359460,IT1,2013,26. Matchday,2014-03-02,430,398,0,1,4.0,8.0,Vincenzo Montella,Edoardo Reja,Artemio Franchi,28488.0,Luca Banti,https://www.transfermarkt.co.uk/acf-fiorentina_ss-lazio/index/spielbericht/2359460,3-5-2 flat,4-3-3 Attacking,Associazione Calcio Fiorentina,Società Sportiva Lazio S.p.A.,0:1,domestic_league
2359471,IT1,2013,27. Matchday,2014-03-08,410,5,1,0,14.0,10.0,Francesco Guidolin,Clarence Seedorf,Dacia Arena,20797.0,Carmine Russo,https://www.transfermarkt.co.uk/udinese-calcio_ac-milan/index/spielbericht/2359471,3-5-2 flat,4-2-3-1,Udinese Calcio,Associazione Calcio Milan,1:0,domestic_league
2478612,IT1,2014,3. Matchday,2014-09-20,5,506,0,1,4.0,2.0,Filippo Inzaghi,Massimiliano Allegri,Giuseppe Meazza,78681.0,Nicola Rizzoli,https://www.transfermarkt.co.uk/ac-milan_juventus-fc/index/spielbericht/2478612,4-3-3 Attacking,3-5-2 flat,Associazione Calcio Milan,Juventus Football Club,0:1,domestic_league
2478614,IT1,2014,3. Matchday,2014-09-21,12,1390,2,0,1.0,17.0,Rudi Garcia,Zdenek Zeman,Olimpico di Roma,40977.0,Sebastiano Peruzzo,https://www.transfermarkt.co.uk/as-roma_cagliari-calcio/index/spielbericht/2478614,4-3-3 Attacking,4-3-3 Attacking,Associazione Sportiva Roma,Cagliari Calcio,2:0,domestic_league
2478681,IT1,2014,10. Matchday,2014-11-03,398,1390,4,2,3.0,16.0,Stefano Pioli,Zdenek Zeman,Olimpico di Roma,32569.0,Marco Di Bello,https://www.transfermarkt.co.uk/ss-lazio_cagliari-calcio/index/spielbericht/2478681,4-3-3 Attacking,4-3-3 Attacking,Società Sportiva Lazio S.p.A.,Cagliari Calcio,4:2,domestic_league
2478737,IT1,2014,15. Matchday,2014-12-14,410,276,1,2,9.0,13.0,Andrea Stramaccioni,Andrea Mandorlini,Bluenergy Stadium,8247.0,Sebastiano Peruzzo,https://www.transfermarkt.co.uk/udinese-calcio_hellas-verona/index/spielbericht/2478737,5-3-2,5-3-2,Udinese Calcio,Verona Hellas Football Club,1:2,domestic_league
2478786,IT1,2014,20. Matchday,2015-01-25,46,416,0,1,10.0,13.0,Roberto Mancini,Gian Piero Ventura,Giuseppe Meazza,34209.0,Massimiliano Irrati,https://www.transfermarkt.co.uk/inter-milan_torino-fc/index/spielbericht/2478786,4-2-3-1,3-5-2 flat,Football Club Internazionale Milano S.p.A.,Torino Calcio,0:1,domestic_league
2478801,IT1,2014,22. Matchday,2015-02-09,398,252,0,1,6.0,7.0,Stefano Pioli,Gian Piero Gasperini,Olimpico di Roma,28355.0,Andrea Gervasoni,https://www.transfermarkt.co.uk/ss-lazio_genoa-cfc/index/spielbericht/2478801,4-3-3 Attacking,3-4-3,Società Sportiva Lazio S.p.A.,Genoa Cricket and Football Club,0:1,domestic_league
2478808,IT1,2014,23. Matchday,2015-02-15,416,1390,1,1,9.0,18.0,Gian Piero Ventura,Gianfranco Zola,Olimpico Grande Torino,15554.0,Gianpaolo Calvarese,https://www.transfermarkt.co.uk/torino-fc_cagliari-calcio/index/spielbericht/2478808,5-3-2,4-3-2-1,Torino Calcio,Cagliari Calcio,1:1,domestic_league
2478863,IT1,2014,28. Matchday,2015-03-22,1038,46,1,0,4.0,10.0,Siniša Mihajlović,Roberto Mancini,Luigi Ferraris,22865.0,Paolo Valeri,https://www.transfermarkt.co.uk/uc-sampdoria_inter-milan/index/spielbericht/2478863,4-3-3 Attacking,4-3-1-2,UC Sampdoria,Football Club Internazionale Milano S.p.A.,1:0,domestic_league
2478917,IT1,2014,33. Matchday,2015-04-29,458,416,2,2,11.0,8.0,Giuseppe Iachini,Gian Piero Ventura,"Comunale Renzo Barbera ""La Favorita""",15238.0,Andrea Gervasoni,https://www.transfermarkt.co.uk/us-palermo_torino-fc/index/spielbericht/2478917,3-5-2 flat,3-5-2 flat,Palermo FC,Torino Calcio,2:2,domestic_league
2515985,CIT,2014,Round of 16,2015-01-21,430,800,3,1,,,Vincenzo Montella,Stefano Colantuono,Artemio Franchi,19605.0,Paolo Valeri,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2515985,4-1-4-1,4-4-2 double 6,Associazione Calcio Fiorentina,Atalanta Bergamasca Calcio S.p.a.,3:1,domestic_cup
2603993,IT1,2015,2. Matchday,2015-08-30,410,458,0,1,11.0,5.0,Stefano Colantuono,Giuseppe Iachini,Bluenergy Stadium,13200.0,Antonio Damato,https://www.transfermarkt.co.uk/udinese-calcio_us-palermo/index/spielbericht/2603993,3-5-2 flat,3-5-2 flat,Udinese Calcio,Palermo FC,0:1,domestic_league
2604010,IT1,2015,4. Matchday,2015-09-20,6195,398,5,0,11.0,10.0,Maurizio Sarri,Stefano Pioli,Diego Armando Maradona,18766.0,Antonio Damato,https://www.transfermarkt.co.uk/ssc-napoli_ss-lazio/index/spielbericht/2604010,4-3-3 Attacking,4-2-3-1,Società Sportiva Calcio Napoli,Società Sportiva Lazio S.p.A.,5:0,domestic_league
2604292,IT1,2015,32. Matchday,2016-04-10,458,398,0,3,18.0,8.0,Walter Novellino,Simone Inzaghi,"Comunale Renzo Barbera ""La Favorita""",22531.0,Andrea Gervasoni,https://www.transfermarkt.co.uk/us-palermo_ss-lazio/index/spielbericht/2604292,4-4-1-1,4-3-3 Attacking,Palermo FC,Società Sportiva Lazio S.p.A.,0:3,domestic_league
2604326,IT1,2015,36. Matchday,2016-05-01,506,4102,2,0,1.0,17.0,Massimiliano Allegri,Fabrizio Castori,Allianz Stadium,40316.0,Massimiliano Irrati,https://www.transfermarkt.co.uk/juventus-fc_carpi-fc-1909/index/spielbericht/2604326,3-5-2 flat,5-4-1 Diamond,Juventus Football Club,AC Carpi,2:0,domestic_league
2604351,IT1,2015,38. Matchday,2016-05-14,5,12,1,3,7.0,3.0,Cristian Brocchi,Luciano Spalletti,Giuseppe Meazza,41571.0,Nicola Rizzoli,https://www.transfermarkt.co.uk/ac-milan_as-roma/index/spielbericht/2604351,4-3-1-2,4-3-1-2,Associazione Calcio Milan,Associazione Sportiva Roma,1:3,domestic_league
2726568,IT1,2016,10. Matchday,2016-10-26,398,1390,4,1,5.0,15.0,Simone Inzaghi,Massimo Rastelli,Olimpico di Roma,10000.0,Domenico Celi,https://www.transfermarkt.co.uk/ss-lazio_cagliari-calcio/index/spielbericht/2726568,4-3-3 Attacking,4-3-1-2,Società Sportiva Lazio S.p.A.,Cagliari Calcio,4:1,domestic_league
2726655,IT1,2016,19. Matchday,2017-01-08,252,12,0,1,12.0,2.0,Ivan Juric,Luciano Spalletti,Luigi Ferraris,21289.0,Nicola Rizzoli,https://www.transfermarkt.co.uk/genoa-cfc_as-roma/index/spielbericht/2726655,3-4-3,3-4-2-1,Genoa Cricket and Football Club,Associazione Sportiva Roma,0:1,domestic_league
2726693,IT1,2016,23. Matchday,2017-02-05,800,1390,2,0,6.0,15.0,Gian Piero Gasperini,Massimo Rastelli,Gewiss Stadium,14782.0,Claudio Gavillucci,https://www.transfermarkt.co.uk/atalanta-bc_cagliari-calcio/index/spielbericht/2726693,3-5-2 flat,4-3-2-1,Atalanta Bergamasca Calcio S.p.a.,Cagliari Calcio,2:0,domestic_league
2726703,IT1,2016,24. Matchday,2017-02-12,458,800,1,3,18.0,5.0,Diego López,Gian Piero Gasperini,"Comunale Renzo Barbera ""La Favorita""",12844.0,Daniele Orsato,https://www.transfermarkt.co.uk/us-palermo_atalanta-bc/index/spielbericht/2726703,4-3-3 Attacking,3-4-1-2,Palermo FC,Atalanta Bergamasca Calcio S.p.a.,1:3,domestic_league
2726841,IT1,2016,37. Matchday,2017-05-21,410,1038,1,1,12.0,10.0,Luigi Delneri,Marco Giampaolo,Bluenergy Stadium,16119.0,Riccardo Pinzani,https://www.transfermarkt.co.uk/udinese-calcio_uc-sampdoria/index/spielbericht/2726841,4-4-2 double 6,4-3-1-2,Udinese Calcio,UC Sampdoria,1:1,domestic_league
2897235,IT1,2017,8. Matchday,2017-10-14,12,6195,0,1,5.0,1.0,Eusebio Di Francesco,Maurizio Sarri,Olimpico di Roma,37914.0,Gianluca Rocchi,https://www.transfermarkt.co.uk/as-roma_ssc-napoli/index/spielbericht/2897235,4-2-3-1,4-2-3-1,Associazione Sportiva Roma,Società Sportiva Calcio Napoli,0:1,domestic_league
2897256,IT1,2017,10. Matchday,2017-10-25,12,4083,1,0,5.0,17.0,Eusebio Di Francesco,Davide Nicola,Olimpico di Roma,31605.0,Gianluca Manganiello,https://www.transfermarkt.co.uk/as-roma_fc-crotone/index/spielbericht/2897256,4-3-3 Attacking,4-4-2 double 6,Associazione Sportiva Roma,FC Crotone,1:0,domestic_league
2897448,IT1,2017,16. Matchday,2017-12-12,252,800,1,2,16.0,8.0,Davide Ballardini,Gian Piero Gasperini,Luigi Ferraris,18281.0,Daniele Doveri,https://www.transfermarkt.co.uk/genoa-cfc_atalanta-bc/index/spielbericht/2897448,3-5-2 flat,3-4-1-2,Genoa Cricket and Football Club,Atalanta Bergamasca Calcio S.p.a.,1:2,domestic_league
2897474,IT1,2017,18. Matchday,2017-12-23,2722,416,2,2,18.0,10.0,Leonardo Semplici,Siniša Mihajlović,Paolo Mazza,12522.0,Paolo Valeri,https://www.transfermarkt.co.uk/spal-2013_torino-fc/index/spielbericht/2897474,3-5-2 flat,4-3-3 Attacking,SPAL,Torino Calcio,2:2,domestic_league
2897522,IT1,2017,36. Matchday,2018-05-06,410,46,0,4,17.0,5.0,Igor Tudor,Luciano Spalletti,Bluenergy Stadium,22256.0,Paolo Silvio Mazzoleni,https://www.transfermarkt.co.uk/udinese-calcio_inter-milan/index/spielbericht/2897522,3-5-2 flat,4-2-3-1,Udinese Calcio,Football Club Internazionale Milano S.p.A.,0:4,domestic_league
2897539,IT1,2017,38. Matchday,2018-05-20,6195,4083,2,1,2.0,18.0,Maurizio Sarri,Walter Zenga,Diego Armando Maradona,51382.0,Luca Banti,https://www.transfermarkt.co.uk/ssc-napoli_fc-crotone/index/spielbericht/2897539,4-3-3 Attacking,4-3-3 Attacking,Società Sportiva Calcio Napoli,FC Crotone,2:1,domestic_league
2897545,IT1,2017,38. Matchday,2018-05-20,252,416,1,2,12.0,10.0,Davide Ballardini,Walter Mazzarri,Luigi Ferraris,21034.0,Lorenzo Illuzzi,https://www.transfermarkt.co.uk/genoa-cfc_torino-fc/index/spielbericht/2897545,3-5-2 flat,3-4-2-1,Genoa Cricket and Football Club,Torino Calcio,1:2,domestic_league
2359352,IT1,2013,15. Matchday,2013-12-08,1038,1627,2,0,16.0,20.0,Siniša Mihajlović,Luigi De Canio,Luigi Ferraris,20071.0,Domenico Celi,https://www.transfermarkt.co.uk/uc-sampdoria_calcio-catania/index/spielbericht/2359352,4-2-3-1,4-1-4-1,UC Sampdoria,Catania FC,2:0,domestic_league
2478712,IT1,2014,13. Matchday,2014-11-30,506,416,2,1,1.0,15.0,Massimiliano Allegri,Gian Piero Ventura,Allianz Stadium,38899.0,Daniele Orsato,https://www.transfermarkt.co.uk/juventus-fc_torino-fc/index/spielbericht/2478712,4-3-1-2,5-3-2,Juventus Football Club,Torino Calcio,2:1,domestic_league
